Mods count: 541
 
jar name                                                                            | mod id (isMCreator)                    | mixin configs
IntegratedTerminals-1.20.1-1.6.10.jar                                               | integratedterminals                    | 
IntegratedTunnels-1.20.1-1.9.0.jar                                                  | integratedtunnels                      | 
inventoryessentials-forge-1.20.1-8.2.12.jar                                         | inventoryessentials                    | inventoryessentials.mixins.json
invtweaks-1.20.1-1.2.2.jar                                                          | invtweaks                              | 
ironfurnaces-1.20.1-4.1.6.jar                                                       | ironfurnaces                           | 
IronJetpacks-1.20.1-7.0.9.jar                                                       | ironjetpacks                           | 
irons_spellbooks-1.20.1-3.4.0.11.jar                                                | irons_spellbooks                       | mixins.irons_spellbooks.json
item-filters-forge-2001.1.0-build.59.jar                                            | itemfilters                            | itemfilters-common.mixins.json
itemcollectors-1.1.11-forge-mc1.20.2.jar                                            | itemcollectors                         | 
Jade-1.20.1-Forge-11.13.2.jar                                                       | jade                                   | jade.mixins.json
JadeAddons-1.20.1-Forge-5.5.0.jar                                                   | jadeaddons                             | jadeaddons.mixins.json
JCPlugin-1.17.x-1.20.x-4.0.4-Forge.jar                                              |                                        | 
jearchaeology-1.20.1-1.0.4.jar                                                      | jearchaeology                          | 
jei-1.20.1-forge-15.20.0.116.jar                                                    | jei                                    | 
jmi-forge-1.20.1-0.14-48.jar                                                        | jmi                                    | jmi.mixins.json
journeymap-1.20.1-5.10.3-forge.jar                                                  | journeymap                             | journeymap.mixins.json
jumpboat-1.20.0-1.0.5.jar                                                           | jumpboat                               | jumpboat.mixin.json
JustEnoughMekanismMultiblocks-1.20.1-4.14.jar                                       | jei_mekanism_multiblocks               | jei_mekanism_multiblocks.mixin.common.json, jei_mekanism_multiblocks.mixin.client.json, jei_mekanism_multiblocks.mixin.refmap.json
JustEnoughProfessions-forge-1.20.1-3.0.1.jar                                        | justenoughprofessions                  | 
JustEnoughResources-1.20.1-1.4.0.247.jar                                            | jeresources                            | 
justzoom_forge_2.1.1_MC_1.20.1.jar                                                  | justzoom                               | justzoom.forge.mixins.json, justzoom.mixins.json
konkrete_forge_1.8.0_MC_1.20-1.20.1.jar                                             | konkrete                               | konkrete.mixin-refmap.json, konkrete.mixin.json
kotlinforforge-4.11.0-all.jar                                                       |                                        | 
    /META-INF/jarjar/kfflang-4.11.0.jar                                             |                                        | 
    /META-INF/jarjar/kfflib-4.11.0.jar                                              |                                        | 
    /META-INF/jarjar/kffmod-4.11.0.jar                                              | kotlinforforge                         | 
kubejs-forge-2001.6.5-build.16.jar                                                  | kubejs                                 | kubejs-common.mixins.json, kubejs-forge.mixins.json
L_Enders_Cataclysm-3.16.jar                                                         | cataclysm                              | lionfishapi.mixins.json, cataclysm.mixins.json
laserio-1.6.8.jar                                                                   | laserio                                | 
ldlib-forge-1.20.1-1.0.45.jar                                                       | ldlib                                  | ldlib-common.mixins.json, ldlib.mixins.json
libnonymous-1.20.1-2.3.1.jar                                                        | libnonymous                            | 
LibX-1.20.1-5.0.14.jar                                                              | libx                                   | 
lionfishapi-2.4-Fix.jar                                                             | lionfishapi                            | lionfishapi.mixins.json
lithostitched-forge-1.20.1-1.4.11.jar                                               | lithostitched                          | lithostitched.mixins.json, lithostitched.forge.mixins.json
littlelogistics-mc1.20.1-v1.20.1.2.jar                                              | littlelogistics                        | 
logprot-1.20.1-3.5.jar                                                              | logprot                                | logprot.mixins.json
lootr-forge-1.20-0.7.35.93.jar                                                      | lootr                                  | lootr.mixins.json
lost_aether_content-1.20.1-1.2.3.jar                                                | lost_aether_content                    | lost_aether_content.mixins.json
lostcities-1.20-7.4.5.jar                                                           | lostcities                             | 
lrarmor-1.20.1-0.1.4.4.jar                                                          | lrarmor                                | lrarmor.mixins.json
lrtactical-1.20.1-0.3.0.jar                                                         | lrtactical                             | lrtactical.mixins.json
mahoutsukai-1.20.1-v1.34.78.jar                                                     | mahoutsukai                            | mahoutsukai.mixins.json
maidensmerrymaking-1-20.1-7.jar                                                     | maidensmerrymaking                     | 
Mantle-1.20.1-1.11.79.jar                                                           | mantle                                 | 
matc-1.6.0.jar                                                                      | matc                                   | 
mcjtylib-1.20-8.0.7.jar                                                             | mcjtylib                               | 
mcw-bridges-3.1.0-mc1.20.1forge.jar                                                 | mcwbridges                             | 
mcw-doors-1.1.2-mc1.20.1forge.jar                                                   | mcwdoors                               | 
mcw-fences-1.2.0-1.20.1forge.jar                                                    | mcwfences                              | 
mcw-furniture-3.3.0-mc1.20.1forge.jar                                               | mcwfurnitures                          | 
mcw-lights-1.1.2-mc1.20.1forge.jar                                                  | mcwlights                              | 
mcw-mcwpaths-1.1.1-mc1.20.1forge.jar                                                | mcwpaths                               | 
mcw-mcwwindows-2.4.1-mc1.20.1forge.jar                                              | mcwwindows                             | 
mcw-paintings-1.0.5-1.20.1forge.jar                                                 | mcwpaintings                           | 
mcw-roofs-2.3.2-mc1.20.1forge.jar                                                   | mcwroofs                               | 
mcw-trapdoors-1.1.4-mc1.20.1forge.jar                                               | mcwtrpdoors                            | 
mcwbiomesoplenty-1.20.1-1.2.1.jar                                                   | mcwbiomesoplenty                       | 
Measurements-forge-1.20.1-2.0.1.jar                                                 | measurements                           | 
megacells-forge-2.4.6-1.20.1.jar                                                    | megacells                              | megacells.forge.mixins.json, megacells.mixins.json
mekalus-mc1.20.1-1.8.0.1.jar                                                        | oculus                                 | mixins.oculus.compat.sodium.json, sodiumCompatibility-oculus-mixins-refmap.json, mixins.oculus.integrationtest.json, mixins.oculus.compat.dh.json, mixins.oculus.vertexformat.json, mixins.oculus.fixes.maxfpscrash.json, oculus-batched-entity-rendering.mixins.json, mixins.oculus.compat.indium.json, mixins.oculus.json, oculus-mixins-refmap.json, mixins.oculus.compat.indigo.json, mixins.oculus.bettermipmaps.json, mixins.oculus.compat.pixelmon.json, mixins.oculus.fantastic.json
    /META-INF/jars/jcpp-1.4.14.jar                                                  |                                        | 
Mekanism-1.20.1-10.4.15.75.jar                                                      | mekanism                               | 
mekanism_turrets-1.3.3.jar                                                          | mekanism_turrets                       | mixins.mekanism_turrets.json, mixins.mekanism_turrets.refmap.json
MekanismGenerators-1.20.1-10.4.15.75.jar                                            | mekanismgenerators                     | 
MekanismTools-1.20.1-10.4.15.75.jar                                                 | mekanismtools                          | 
memorysettings-1.20.1-5.9.jar                                                       | memorysettings                         | memorysettings.mixins.json
merequester-forge-1.20.1-1.1.5.jar                                                  | merequester                            | merequester.mixins.json
minecolonies-1.20.1-1.1.1065-snapshot.jar                                           | minecolonies                           | 
mininggadgets-1.15.6.jar                                                            | mininggadgets                          | 
MMCooking-1.20.1-2.1.jar                                                            | mm_cooking                             | 
MMFarming-1.20.1-2.1.jar                                                            | mm_farming                             | 
MMGrinding-1.20.1-2.1.jar                                                           | mm_grinding                            | 
MMMining-1.20.1-1.3.jar                                                             | mm_mining                              | 
MMStorage-2.1-forge-1.20.1.jar                                                      | mm_storage                             | 
mob_grinding_utils-1.20.1-1.1.0.jar                                                 | mob_grinding_utils                     | 
MobDespawnTimers-1.20.1-3.0.1.jar                                                   | despawntimers                          | despawntimers.mixins.json
modelfix-1.15.jar                                                                   | modelfix                               | modelfix.mixins.json
modernfix-forge-5.24.4+mc1.20.1.jar                                                 | modernfix                              | modernfix-common.mixins.json, modernfix-forge.mixins.json
modonomicon-1.20.1-forge-1.79.2.jar                                                 | modonomicon                            | modonomicon.forge.mixins.json, modonomicon.mixins.json
    /META-INF/jarjar/commonmark-0.26.0.jar                                          |                                        | 
    /META-INF/jarjar/commonmark-ext-gfm-strikethrough-0.26.0.jar                    |                                        | 
    /META-INF/jarjar/commonmark-ext-ins-0.26.0.jar                                  |                                        | 
modular-routers-12.1.1+mc1.20.1.jar                                                 | modularrouters                         | 
moonlight-1.20-2.16.14-forge.jar                                                    | moonlight                              | moonlight.mixins.json, moonlight-common.mixins.json
moredragoneggs-4.0.jar                                                              | moredragoneggs                         | mixins.moredragoneggs.json, mixins.moredragoneggs.refmap.json
morejs-forge-1.20.1-0.10.1.jar                                                      | morejs                                 | morejs-common.mixins.json, morejs-forge.mixins.json
moreoverlays-1.24.1-mc1.20.1-forge.jar                                              | moreoverlays                           | moreoverlays.mixin.json, moreoverlays.mixin-refmap.json
morered-1.20.1-4.0.0.4.jar                                                          | morered                                | morered.mixins.json
    /META-INF/jarjar/useitemonblockevent-1.20.1-1.0.0.2.jar                         | useitemonblockevent                    | useitemonblockevent.mixins.json
    /META-INF/jarjar/jumbofurnace-1.20.1-4.0.0.5.jar                                | jumbofurnace                           | 
MouseTweaks-forge-mc1.20.1-2.25.1.jar                                               | mousetweaks                            | mousetweaks-fabric.mixins.json, mousetweaks.mixins.refmap.json, mousetweaks.mixins.json
multipiston-1.20-1.2.43-RELEASE.jar                                                 | multipiston                            | 
mysterious_mountain_lib-1.5.26-1.20.1.jar                                           | mysterious_mountain_lib                | mixins.mmlib.refmap.json, mixins.mmlib.json
MysticalAgradditions-1.20.1-7.0.11.jar                                              | mysticalagradditions                   | 
MysticalAgriculture-1.20.1-7.0.23.jar                                               | mysticalagriculture                    | 
MysticalCustomization-1.20.1-5.0.3.jar                                              | mysticalcustomization                  | 
MythicBotany-1.20.1-4.0.4.jar                                                       | mythicbotany                           | 
naturalist-forge-4.0.3-1.20.1.jar                                                   | naturalist                             | naturalist-common.mixins.json, naturalist.mixins.json
NaturesAura-39.4.jar                                                                | naturesaura                            | 
NaturesCompass-1.20.1-1.11.2-forge.jar                                              | naturescompass                         | 
netherportalfix-forge-1.20-13.0.1.jar                                               | netherportalfix                        | netherportalfix.mixins.json
nethersdelight-1.20.1-4.0.jar                                                       | nethersdelight                         | nethersdelight.mixins.json
NoChatReports-FORGE-1.20.1-v2.2.2.jar                                               | nochatreports                          | mixins/common/nochatreports.mixins.json, mixins/forge/nochatreports-forge.mixins.json
noflyzone-1.20.1-1.1.0.jar                                                          | noflyzone                              | 
notrample-1.20.1-1.0.1.jar                                                          | notrample                              | notrample.mixin.json
novillagerdm-1.20.1-5.0.0.jar                                                       | novillagerdm                           | 
ntgl-1.20.1-3.0.6.jar                                                               | ntgl                                   | ntgl.mixin.json, ntgl.mixin-refmap.json
ntrials-2.0.0.jar                                                                   | ntrials                                | 
nukacraft-1.20.1-1.18.3-alpha.jar                                                   | nukacraft                              | nukacraft.mixin.json, mixin.refmap.json
observable-4.4.2.jar                                                                | observable                             | observable.common.json
occultism-1.20.1-1.152.1.jar                                                        | occultism                              | 
oceansdelight-1.0.2-1.20.jar                                                        | oceansdelight                          | 
oculus-mc1.20.1-1.8.0.jar                                                           | oculus                                 | mixins.oculus.compat.sodium.json, sodiumCompatibility-oculus-mixins-refmap.json, mixins.oculus.integrationtest.json, mixins.oculus.compat.dh.json, mixins.oculus.vertexformat.json, mixins.oculus.fixes.maxfpscrash.json, oculus-batched-entity-rendering.mixins.json, mixins.oculus.compat.indium.json, mixins.oculus.json, oculus-mixins-refmap.json, mixins.oculus.compat.indigo.json, mixins.oculus.bettermipmaps.json, mixins.oculus.compat.pixelmon.json, mixins.oculus.fantastic.json
    /META-INF/jars/jcpp-1.4.14.jar                                                  |                                        | 
packetfixer-3.3.0-1.18-1.20.4-merged.jar                                            | packetfixer                            | packetfixer.v1_20_2.neoforge.mixins.json, packetfixer.v1_20_2.fabric.mixins.json, packetfixer.v1_19_3.fabric.mixins.json, packetfixer.v1_19_4.forge.mixins.json, packetfixer.v1_19_3.forge.mixins.json, packetfixer.v1_18.forge.mixins.json, packetfixer.v1_20_2.forge.mixins.json, packetfixer.v1_19.forge.mixins.json, packetfixer.v1_18.fabric.mixins.json, packetfixer.v1_19.fabric.mixins.json
PackingTape-1.20.1-0.14.4.jar                                                       | packingtape                            | 
PackMenu-1.20.1-6.1.2.jar                                                           | packmenu                               | packmenu.mixins.json
Paraglider-forge-20.1.3.jar                                                         | paraglider                             | paraglider.mixins.json
Patchouli-1.20.1-84.1-FORGE.jar                                                     | patchouli                              | patchouli_xplat.mixins.json
PigPen-Forge-1.20.1-15.0.2.jar                                                      | pigpen                                 | 
pipez-forge-1.20.1-1.2.26.jar                                                       | pipez                                  | 
Placebo-1.20.1-8.6.3.jar                                                            | placebo                                | placebo.mixins.json
platforms-forge-1.20.1-1.2.jar                                                      | platforms                              | mixins.shetiphiancore.json
player-animation-lib-forge-1.0.2-rc1+1.20.jar                                       | playeranimator                         | playerAnimator-common.mixins.json
pneumaticcraft-repressurized-6.0.21+mc1.20.1.jar                                    | pneumaticcraft                         | mixins.pneumaticcraft.json, mixins.pneumaticcraft.refmap.json
polyeng-forge-0.1.1-1.20.1.jar                                                      | polyeng                                | polyeng.mixins.json
polymorph-forge-0.49.10+1.20.1.jar                                                  | polymorph                              | polymorph.mixins.json, polymorph-integrations.forge.mixins.json
    /META-INF/jarjar/spectrelib-forge-0.13.17+1.20.1.jar                            | spectrelib                             | 
ponderjs-1.20.1-2.0.6.jar                                                           | ponderjs                               | ponderjs.mixins.json
    /META-INF/jarjar/Ponder-Forge-1.20.1-1.0.81.jar                                 | ponder                                 | ponder-common.mixins.json, ponder.mixins.json
    /META-INF/jarjar/flywheel-forge-1.20.1-1.0.0-215.jar                            | flywheel                               | flywheel.impl.mixins.json, flywheel.backend.mixins.json
    /META-INF/jarjar/flywheel-forge-1.20.1-1.0.4-243.jar                            | flywheel                               | flywheel.impl.mixins.json, flywheel.backend.mixins.json
Potion-Blender-1.20.1-FORGE-3.1.2.jar                                               | potionblender                          | potionblender.mixins.json
potionsmaster-1.20.1-47.1.70-0.6.0.jar                                              | potionsmaster                          | 
Powah-5.0.11.jar                                                                    | powah                                  | 
productivebees-1.20.1-12.6.0.jar                                                    | productivebees                         | 
    /META-INF/jarjar/productivelib-1.20.1-0.0.4.jar                                 | productivelib                          | 
productivetrees-1.20.1-0.2.6.jar                                                    | productivetrees                        | 
    /META-INF/jarjar/productivelib-1.20.1-0.0.4.jar                                 | productivelib                          | 
ProjectE-1.20.1-PE1.0.1.jar                                                         | projecte                               | 
ProjectE_Integration-1.20.1-7.2.5.jar                                               | projecteintegration                    | 
projectedstructures-1.20.1-1.0.3.jar                                                | projectedstructures                    | projectedstructures.mixins.json
projectexpansion-1.20.1-1.1.3.jar                                                   | projectexpansion                       | projectexpansion.mixins.json
ProjectExtended-1.20.1-1.5.0.jar                                                    | projectextended                        | 
projecttimemaster-0.1.0-1.20.1.jar                                                  | projecttimemaster                      | timewatches.mixins.json
projex-1.3.jar                                                                      | projex                                 | 
Psi-1.20.1-102.jar                                                                  | psi                                    | psi.mixins.json
PuzzlesLib-v8.1.33-1.20.1-Forge.jar                                                 | puzzleslib                             | puzzleslib.common.mixins.json, puzzleslib.forge.mixins.json
    /META-INF/jarjar/puzzlesaccessapi-forge-20.1.1.jar                              | puzzlesaccessapi                       | puzzlesaccessapi.forge.mixins.json, puzzlesaccessapi.common.mixins.json
pylons-1.20.1-4.2.1.jar                                                             | pylons                                 | 
Quark-4.0-462.jar                                                                   | quark                                  | quark.mixins.json, quark_integrations.mixins.json, quark.mixins.refmap.json
railcraft-reborn-1.20.1-1.1.10.jar                                                  | railcraft                              | railcraft.mixins.json
rangedpumps-1.1.0.jar                                                               | rangedpumps                            | 
rebornstorage-1.20.1-5.0.7.jar                                                      | rebornstorage                          | 
rechiseled-1.1.6-forge-mc1.20.jar                                                   | rechiseled                             | 
rechiseledcreate-1.0.2b-forge-mc1.20.jar                                            | rechiseledcreate                       | 
redstone_arsenal-1.20.1-8.0.1.24.jar                                                | redstone_arsenal                       | 
refinedpolymorph-0.1.1-1.20.1.jar                                                   | refinedpolymorph                       | refinedpolymorph.mixins.json
refinedstorage-1.12.4.jar                                                           | refinedstorage                         | 
refinedstorageaddons-0.10.0.jar                                                     | refinedstorageaddons                   | 
reliquary-1.20.1-2.0.54.1304.jar                                                    | reliquary                              | 
repurposed_structures-7.1.19+1.20.1-forge.jar                                       | repurposed_structures                  | repurposed_structures-forge.mixins.json, repurposed_structures-common.mixins.json
resourcefulconfig-forge-1.20.1-2.1.3.jar                                            | resourcefulconfig                      | 
resourcefullib-forge-1.20.1-2.1.29.jar                                              | resourcefullib                         | 
    /META-INF/jars/yabn-1.0.3.jar                                                   | com_teamresourceful_yabn               | 
    /META-INF/jars/bytecodecs-1.0.2.jar                                             | com_teamresourceful_bytecodecs         | 
rftoolsbase-1.20-5.0.6.jar                                                          | rftoolsbase                            | 
rftoolsbuilder-1.20-6.0.8.jar                                                       | rftoolsbuilder                         | 
rftoolscontrol-1.20-7.0.3.jar                                                       | rftoolscontrol                         | 
rftoolspower-1.20-6.0.2.jar                                                         | rftoolspower                           | 
rftoolsstorage-1.20-5.0.3.jar                                                       | rftoolsstorage                         | 
rftoolsutility-1.20-6.0.6.jar                                                       | rftoolsutility                         | 
rhino-forge-2001.2.3-build.10.jar                                                   | rhino                                  | rhino-common.mixins.json
RSInfinityBooster-1.20.1-1.0+39.jar                                                 | rsinfinitybooster                      | rsinfinitybooster.mixins.json
rsinsertexportupgrade-1.20.1-1.4.0.jar                                              | rsinsertexportupgrade                  | rsinsertexportupgrade.mixins.json
rsrequestify-1.20.1-2.3.3.jar                                                       | rsrequestify                           | 
Runelic-Forge-1.20.1-18.0.2.jar                                                     | runelic                                | 
sbw_cluster_mines-1.0-0.8.8.jar                                                     | sbwclustermines                        | sbwclustermines.mixins.json
sbw_more_drone_detector-2.0.2-forge-1.20.1.jar                                      | sbw_more_drone_detector (MCreator mod) | 
ScalableCatsForce-3.3.1-build-0-with-library.jar                                    |                                        | 
Searchables-forge-1.20.1-1.0.3.jar                                                  | searchables                            | searchables.forge.mixins.json, searchables.mixins.json
shetiphiancore-forge-1.20.1-1.5.jar                                                 | shetiphiancore                         | mixins.shetiphiancore.refmap.json, mixins.shetiphiancore.json
Shrink-1.20.1-1.4.5.jar                                                             | shrink                                 | shrink.mixins.json
silent-gear-1.20.1-3.6.7.jar                                                        | silentgear                             | silentgear.mixins.json
silent-lib-1.20.1-8.0.0.jar                                                         | silentlib                              | 
SimpleBackups-1.20.1-3.1.17.jar                                                     | simplebackups                          | 
simplemagnets-1.1.12-forge-mc1.20.1.jar                                             | simplemagnets                          | 
simplylight-1.20.1-1.4.6-build.50.jar                                               | simplylight                            | 
sliceanddice-forge-3.5.2.jar                                                        | sliceanddice                           | sliceanddice.mixins.json
SmartBrainLib-forge-1.20.1-1.15.jar                                                 | smartbrainlib                          | 
sodiumdynamiclights-forge-1.0.10-1.20.1.jar                                         | sodiumdynamiclights                    | mixins.sodiumdynamiclights.json
    /META-INF/jars/fabric-api-base-0.4.31+ef105b4977.jar                            | fabric_api_base                        | fabric-api-base.init.mixins.json
sodiumoptionsapi-forge-1.0.10-1.20.1.jar                                            | sodiumoptionsapi                       | mixins.sodiumoptionsapi.json
    /META-INF/jars/fabric-api-base-0.4.31+ef105b4977.jar                            | fabric_api_base                        | fabric-api-base.init.mixins.json
solcarrot-1.20.1-1.15.1.jar                                                         | solcarrot                              | 
sophisticatedbackpacks-1.20.1-3.24.9.1391.jar                                       | sophisticatedbackpacks                 | 
sophisticatedcore-1.20.1-1.2.105.1230.jar                                           | sophisticatedcore                      | 
sophisticatedstorage-1.20.1-1.4.11.1344.jar                                         | sophisticatedstorage                   | 
spark-1.10.53-forge.jar                                                             | spark                                  | 
sparsestructuresreforged-1.20.1-1.0.0.jar                                           | sparsestructuresreforged               | sparsestructuresreforged.mixins.json
Stargate Journey-1.20.1-0.6.42.jar                                                  | sgjourney                              | 
Steam_Rails-1.6.13-alpha+forge-mc1.20.1.jar                                         | railways                               | railways.mixins.json, railways-common.mixins.json
storage_allthemodium_upgrade-2.1.jar                                                | storage_allthemodium_upgrade           | storage_allthemodium_upgrade.mixins.json
Structory_1.20.x_v1.3.5.jar                                                         | structory                              | 
structure_gel-1.20.1-2.16.2.jar                                                     | structure_gel                          | structure_gel.mixins.json
StructureCompass-1.20.1-2.2.0.jar                                                   | structurecompass                       | 
structurize-1.20.1-1.0.784-snapshot.jar                                             | structurize                            | 
stylecolonies-1.20.1-1.15.39.jar                                                    | stylecolonies                          | 
Super Factory Manager (SFM)-MC1.20.1-4.26.0.jar                                     | sfm                                    | sfm.mixins.json
superbwarfare-1.20.1-0.8.8-final-6a6b54795.jar                                      | superbwarfare                          | mixins.superbwarfare.json, mixins.superbwarfare.refmap.json
supermartijn642configlib-1.1.8-forge-mc1.20.jar                                     | supermartijn642configlib               | 
supermartijn642corelib-1.1.18-forge-mc1.20.1.jar                                    | supermartijn642corelib                 | supermartijn642corelib.mixins.refmap.json, supermartijn642corelib.mixins.json
supersonic-1.4.0.jar                                                                | supersonic                             | 
supplementaries-1.20-3.1.40.jar                                                     | supplementaries                        | supplementaries-common.mixins.json, supplementaries.mixins.json
sushigocrafting-1.20.1-0.5.3.jar                                                    | sushigocrafting                        | 
tacz-1.20.1-1.1.7-hotfix2.jar                                                       | tacz                                   | tacz.compat.acceleratedrendering.mixins.json, tacz.mixins.json
    /META-INF/jarjar/commons-math3-3.6.1.jar                                        |                                        | 
    /META-INF/jarjar/luaj-core-3.0.8-figura.jar                                     |                                        | 
    /META-INF/jarjar/luaj-jse-3.0.8-figura.jar                                      |                                        | 
    /META-INF/jarjar/bcel-6.6.1.jar                                                 |                                        | 
tacz_turrets-1.0.2-all.jar                                                          | tacz_turrets                           | tacz_turrets.mixins.json
    /META-INF/jarjar/SmartBrainLib-forge-1.20.1-1.15.jar                            | smartbrainlib                          | 
    /META-INF/jarjar/geckolib-forge-1.20.1-4.8.3.jar                                | geckolib                               | geckolib.mixins.json
        /META-INF/jarjar/mclib-20.jar                                               |                                        | 
TconEmc-0.1.3-debug.jar                                                             | tinkersemc                             | 
TConstruct-1.20.1-3.10.2.92.jar                                                     | tconstruct                             | 
tempad-forge-1.20.1-2.3.4.jar                                                       | tempad                                 | tempad-common.mixins.json, tempad.mixins.json
TerraBlender-forge-1.20.1-3.0.1.10.jar                                              | terrablender                           | terrablender.mixins.json, terrablender_forge.mixins.json
Terralith_1.20.x_v2.5.4.jar                                                         | terralith                              | 
The_Undergarden-1.20.1-0.8.14.jar                                                   | undergarden                            | undergarden.mixins.json
thermal_cultivation-1.20.1-11.0.1.24.jar                                            | thermal_cultivation                    | 
thermal_dynamics-1.20.1-11.0.1.23.jar                                               | thermal_dynamics                       | 
thermal_expansion-1.20.1-11.0.1.29.jar                                              | thermal_expansion                      | 
thermal_foundation-1.20.1-11.0.6.70.jar                                             | thermal_foundation                     | 
    /META-INF/jarjar/thermal_core-1.20.1-11.0.6.24.jar                              | thermal                                | 
thermal_innovation-1.20.1-11.0.1.23.jar                                             | thermal_innovation                     | 
thermal_integration-1.20.1-11.0.1.27.jar                                            | thermal_integration                    | 
thermal_locomotion-1.20.1-11.0.1.19.jar                                             | thermal_locomotion                     | 
ThermalExtra-3.2.7-1.20.1.jar                                                       | thermal_extra                          | 
theurgy-1.20.1-1.25.0.jar                                                           | theurgy                                | 
time-in-a-bottle-4.0.4-mc1.20.1.jar                                                 | tiab                                   | 
tinyredstone-1.20-5.0.3.jar                                                         | tinyredstone                           | 
titanium-1.20.1-3.8.32.jar                                                          | titanium                               | 
ToastControl-1.20.1-8.0.3.jar                                                       | toastcontrol                           | toastcontrol.mixins.json
tombstone-1.20.1-9.0.9.jar                                                          | tombstone                              | tombstone.mixins.json, mixins.tombstone.refmap.json
ToolBelt-1.20.1-1.20.02.jar                                                         | toolbelt                               | 
torchmaster-20.1.9.jar                                                              | torchmaster                            | 
totw_modded-forge-1.20.1-1.0.6.jar                                                  | totw_modded                            | 
Towns-and-Towers-1.12-Fabric+Forge.jar                                              | t_and_t                                | 
towntalk-1.20.1-1.1.0.jar                                                           | towntalk                               | 
Translocators-1.20.1-2.6.0.86-universal.jar                                         | translocators                          | 
trashcans-1.0.18b-forge-mc1.20.jar                                                  | trashcans                              | 
trashslot-forge-1.20-15.1.2.jar                                                     | trashslot                              | trashslot.mixins.json
travelersbackpack-forge-1.20.1-9.1.44.jar                                           | travelersbackpack                      | mixins.travelersbackpack.refmap.json, mixins.travelersbackpack.json
Trials-Final.jar                                                                    | trials                                 | 
Twigs-1.20.1-3.1.0.jar                                                              | twigs                                  | twigs.mixins.json
twilightdelight-2.0.17.jar                                                          | twilightdelight                        | twilightdelight.mixins.json
    /META-INF/jarjar/Registrate-MC1.20-1.3.3.jar                                    |                                        | 
    /META-INF/jarjar/l2library-2.4.16-slim.jar                                      | l2library                              | l2library.mixins.json
    /META-INF/jarjar/l2serial-1.2.0.jar                                             |                                        | 
twilightforest-1.20.1-4.3.2508-universal.jar                                        | twilightforest                         | 
universalgrid-1.20.1-1.1.jar                                                        | universalgrid                          | universalgrid.mixins.json
utilitarian-1.20.1-0.9.1.jar                                                        | utilitarian                            | utilitarian.mixin.json
UtilitiX-1.20.1-0.8.25.jar                                                          | utilitix                               | utilitix.mixins.json
valhelsia_core-forge-1.20.1-1.1.2.jar                                               | valhelsia_core                         | valhelsia_core-common.mixins.json, valhelsia_core.mixins.json
villagertools-1.20.1-1.0.3.jar                                                      | villagertools                          | 
Voidscape-1.20.1-1.5.389.jar                                                        | voidscape                              | 
voidtotem-forge-1.20-3.0.1.jar                                                      | voidtotem                              | voidtotem.mixins.json
vvp-beta-1.20.1-0.2.0.jar                                                           | vvp                                    | vvp.mixins.json
WaT 0.2.2.jar                                                                       | ronmc                                  | 
waystones-forge-1.20.1-14.1.17.jar                                                  | waystones                              | waystones.mixins.json
wirelesschargers-1.0.10-forge-mc1.20.4.jar                                          | wirelesschargers                       | 
WitherSkeletonTweaks-1.20.1-9.1.0.jar                                               | wstweaks                               | wstweaks.mixins.json
xnet-1.20-6.1.6.jar                                                                 | xnet                                   | 
xnetgases-1.20.1-5.1.4.jar                                                          | xnetgases                              | 
YeetusExperimentus-Forge-2.3.1-build.6+mc1.20.1.jar                                 | yeetusexperimentus                     | yeetusexperimentus.mixins.json
YungsApi-1.20-Forge-4.0.6.jar                                                       | yungsapi                               | yungsapi.mixins.json, yungsapi_forge.mixins.json
YungsBetterDesertTemples-1.20-Forge-3.0.3.jar                                       | betterdeserttemples                    | betterdeserttemples.mixins.json, betterdeserttemples_forge.mixins.json
YungsBetterDungeons-1.20-Forge-4.0.4.jar                                            | betterdungeons                         | betterdungeons_forge.mixins.json, betterdungeons.mixins.json
YungsBetterEndIsland-1.20-Forge-2.0.6.jar                                           | betterendisland                        | betterendisland_forge.mixins.json, betterendisland.mixins.json
YungsBetterJungleTemples-1.20-Forge-2.0.5.jar                                       | betterjungletemples                    | betterjungletemples_forge.mixins.json, betterjungletemples.mixins.json
YungsBetterMineshafts-1.20-Forge-4.0.4.jar                                          | bettermineshafts                       | bettermineshafts_forge.mixins.json, bettermineshafts.mixins.json
YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar                                    | betterfortresses                       | betterfortresses_forge.mixins.json, betterfortresses.mixins.json
YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar                                      | betteroceanmonuments                   | betteroceanmonuments_forge.mixins.json, betteroceanmonuments.mixins.json
YungsBetterStrongholds-1.20-Forge-4.0.3.jar                                         | betterstrongholds                      | betterstrongholds_forge.mixins.json, betterstrongholds.mixins.json
YungsBetterWitchHuts-1.20-Forge-3.0.3.jar                                           | betterwitchhuts                        | betterwitchhuts_forge.mixins.json, betterwitchhuts.mixins.json
YungsExtras-1.20-Forge-4.0.3.jar                                                    | yungsextras                            | yungsextras.mixins.json, yungsextras_forge.mixins.json
ZeroCore2-1.20.1-2.1.47.jar                                                         | zerocore                               | 
Zeta-1.0-30.jar                                                                     | zeta                                   | zeta.mixins.json, zeta.mixins.refmap.json, zeta_forge.mixins.json
3D Compatible.zip (resourcepack)                                                    |                                        | 
3D items.zip (resourcepack)                                                         |                                        | 
3D Lantern - Better Lantern.zip (resourcepack)                                      |                                        | 
